Number,Icon,Status,Kind,Categories,Findings,Python source
253,vote-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/vote_sub32_18b92527_4c62_4167_b94f_8857d15829a6.py
254,walking-stick-figure-sub32,fail,symbol,Bounds; Grid,"style/grid [p1-r1-3]: radius_x must be a positive integer, got 2.5
style/grid [p1-r1-3]: radius_y must be a positive integer, got 2.5
canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
holes/pinches: 1 undersized holes; 0 pinches",icon_set/model/icons/symbol/walking_stick_figure_sub32_2e3a17fb_a451_57ee_9080_18af2bbac9d9.py
255,warehouse-shipping-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-3 and p3-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-3-1]: parallel straight edges p3-r1-1 and p1-r1-10, p1-r1-9, p1-r1-8 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 0 pinches
internal-spacing [path-1-1 / path-3-1]: p1-r1-9 and p3-r1-1 have 1 units of ink clearance over 11 units; requires 2; review required",icon_set/model/icons/symbol/warehouse_shipping_sub32_8f5402f0_5566_4c6d_ac0c_c86e0360848e.py
256,water-skier-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29.0006) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 0.9994], tolerance 0.0)
mic [path-4-1]: parallel straight edges p4-r1-2 and p3-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-3-1]: parallel straight edges p3-r1-1 and p5-r1-1, p5-r1-2 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: path-1-1 and path-2-1 are 5 apart on centerlines nearest (10, 11)<->(10, 16); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
holes/pinches: 1 undersized holes; 0 pinches
internal-spacing [path-3-1 / path-5-1]: p3-r1-1 and p5-r1-1 have 1 units of ink clearance over 5 units; requires 2; review required",icon_set/model/icons/symbol/water_skier_sub32_a0a86c5e_f6ab_4aef_80ad_0ea729f25840.py
257,wave-backward-interface-essential-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/wave_backward_interface_essential_sub32_e815b395_8c23_4a6c_9b1b_9c6630d6e39f.py
258,wave-forward-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/wave_forward_sub32_4bb2f977_a3d0_415f_a8d5_a93cf49c7af1.py
259,wave-wayfinding-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/wave_wayfinding_sub32_9145ab9c_f67d_46a0_8b7c_a4f1ef3fa11c.py
260,waveform-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/waveform_sub32_14793eb1_f46c_4236_aed2_de6f5b605156.py
261,wheat-sub32,fail,symbol,Bounds; Symmetry,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
symmetry [p1-r1-2]: ink is 98.29% mirrored about vertical axis 16, but centerline differs by 0.40646 units near [13.422659076750278, 12.063930407166481]
symmetry [p1-r1-3]: ink is 98.29% mirrored about vertical axis 16, but centerline differs by 0.406462 units near [18.736798025667667, 12.437808759510517]
holes/pinches: 2 undersized holes; 0 pinches",icon_set/model/icons/symbol/wheat_sub32_4f287d61_06f5_4e38_ab1e_9b804355631c.py
262,woman-news-display-content-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-2 and p3-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-4-1]: path-4-1 and path-2-1 are 5.70575 apart on centerlines nearest (15, 14)<->(16.6263, 19.4691); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/woman_news_display_content_sub32_40d938a7_d3a2_43fa_ada3_7ab755c8d6d2.py
263,woman-silhouette-sub32,fail,symbol,Spacing,mic [path-2-1]: parallel straight edges p2-r1-10 and p2-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal),icon_set/model/icons/symbol/woman_silhouette_sub32_c30323e5_9a47_4adf_a673_a7c1c2f6a062.py
264,yen-symbol-content-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/yen_symbol_content_sub32_4a06d69f_2edd_4b80_be80_a8b144c9e4ee.py
265,zigzag-interface-essential-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-1 and p3-r1-3 are 6.24695 apart on centerlines (ink gap 2.24695); requires at least 8 centerline / 4 ink (overlap-fallback)
mic [path-1-1]: path-1-1 and path-3-1 are 5.83095 apart on centerlines nearest (23, 17)<->(18, 14); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/zigzag_interface_essential_sub32_4ba83493_5971_4220_bddb_eb4384430fd7.py
266,zoom-out-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3.42783, 32, 32) does not match the SQUARE envelope (0, 0, 32, 32) (deltas [0.0, 3.4278, 0.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/zoom_out_sub32_d05e7aa2_4c1e_43d5_8943_5f63cebcd390.py
